time_referencia,competicao,pais_competicao,data_jogo,time_casa,time_fora,jogo,resultado,formacao_casa,formacao_fora,titulares_casa,titulares_fora,substituicoes,gols,assistencias
PSG,Ligue 1,France,2025-09-27 19:05:00,Paris Saint-Germain,Auxerre,Paris Saint-Germain x Auxerre,2 x 0,4-3-3,5-4-1,Lucas Chevalier | Warren Zaïre-Emery | Ilya Zabarnyi | Lucas Beraldo | Lucas Hernández | Kang-in Lee | Vitinha | Senny Mayulu | Ibrahim Mbaye | Gonçalo Ramos | Khvicha Kvaratskhelia,Donovan Léon | Marvin Senaya | Telli Siwe | Francisco Sierralta | Clement Akpa | Gideon Mensah | Josué Casimir | Elisha Owusu | Kévin Danois | Danny Namaso | Lassine Sinayoko,[FORA] 87' Assane Dioussé entrou no lugar de Elisha Owusu | [CASA] 80' Mathis Jangeal entrou no lugar de Kang-in Lee | [FORA] 75' Rudy Matondo entrou no lugar de Kévin Danois | [FORA] 74' Ibrahim Osman entrou no lugar de Danny Namaso | [FORA] 65' Lasso Coulibaly entrou no lugar de Clement Akpa | [CASA] 62' Quentin Ndjantou entrou no lugar de Senny Mayulu | [FORA] 46' Sékou Mara entrou no lugar de Telli Siwe | [CASA] 46' Bradley Barcola entrou no lugar de Khvicha Kvaratskhelia | [CASA] 36' Achraf Hakimi entrou no lugar de Vitinha,[CASA] 54' Lucas Beraldo | [CASA] 32' Ilya Zabarnyi,[CASA] 54' Senny Mayulu -> Lucas Beraldo | [CASA] 32' Vitinha -> Ilya Zabarnyi
Arsenal,EFL Cup,England,2025-09-24 19:00:00,Port Vale,Arsenal,Port Vale x Arsenal,0 x 2,5-4-1,4-3-3,Joe Gauci | Jordan Lawrence-Gabriel | Jesse Debrah | Cameron Humphreys | Connor Hall | Jaheim Headley | George Hall | Ryan Croasdale | Rhys Walters | Ronan Curtis | Ruari Paton,Kepa Arrizabalaga | Ben White | William Saliba | Cristhian Mosquera | Myles Lewis-Skelly | Ethan Nwaneri | Christian Nørgaard | Eberechi Eze | Bukayo Saka | Mikel Merino | Gabriel Martinelli,[FORA] 81' Declan Rice entrou no lugar de Eberechi Eze | [FORA] 81' Leandro Trossard entrou no lugar de Gabriel Martinelli | [CASA] 81' Funso Ojo entrou no lugar de Mitchell Clark | [FORA] 71' Gabriel Magalhães entrou no lugar de Ben White | [FORA] 71' Viktor Gyökeres entrou no lugar de Mikel Merino | [CASA] 70' Devante Cole entrou no lugar de Ronan Curtis | [CASA] 70' Jayden Stockley entrou no lugar de Ruari Paton | [CASA] 66' Mitchell Clark entrou no lugar de Jordan Lawrence-Gabriel | [CASA] 66' Ben Garrity entrou no lugar de George Hall | [FORA] 63' Max Dowman entrou no lugar de Bukayo Saka,[FORA] 86' Leandro Trossard | [FORA] 8' Eberechi Eze,[FORA] 86' William Saliba -> Leandro Trossard | [FORA] 8' Myles Lewis-Skelly -> Eberechi Eze
PSG,Ligue 1,France,2025-09-22 18:00:00,Olympique de Marseille,Paris Saint-Germain,Olympique de Marseille x Paris Saint-Germain,1 x 0,3-4-2-1,3-5-2,Gerónimo Rulli | Benjamin Pavard | Leonardo Balerdi | Nayef Aguerd | Tim Weah | Matt O'Riley | Pierre-Emile Højbjerg | Emerson | Mason Greenwood | Igor Paixão | Amine Gouiri,Lucas Chevalier | Marquinhos | Ilya Zabarnyi | Willian Pacho | Achraf Hakimi | Warren Zaïre-Emery | Vitinha | Fabián Ruiz | Nuno Mendes | Gonçalo Ramos | Khvicha Kvaratskhelia,[CASA] 89' Robinio Vaz entrou no lugar de Mason Greenwood | [FORA] 89' Ibrahim Mbaye entrou no lugar de Gonçalo Ramos | [CASA] 78' Amir Murillo entrou no lugar de Tim Weah | [CASA] 78' Bilal Nadir entrou no lugar de Amine Gouiri | [FORA] 73' Senny Mayulu entrou no lugar de Warren Zaïre-Emery | [FORA] 64' Kang-in Lee entrou no lugar de Willian Pacho | [CASA] 61' Pierre-Emerick Aubameyang entrou no lugar de Igor Paixão,[CASA] 5' Marquinhos,
Arsenal,Premier League,England,2025-09-21 15:30:00,Arsenal,Manchester City,Arsenal x Manchester City,1 x 1,4-3-3,4-1-4-1,David Raya | Jurriën Timber | William Saliba | Gabriel Magalhães | Riccardo Calafiori | Mikel Merino | Martín Zubimendi | Declan Rice | Noni Madueke | Viktor Gyökeres | Leandro Trossard,Gianluigi Donnarumma | Abdukodir Khusanov | Rúben Dias | Joško Gvardiol | Nico O'Reilly | Rodri | Phil Foden | Bernardo Silva | Tijjani Reijnders | Jérémy Doku | Erling Haaland,[CASA] 90' Cristhian Mosquera entrou no lugar de Martín Zubimendi | [FORA] 87' Savinho entrou no lugar de Jérémy Doku | [FORA] 87' John Stones entrou no lugar de Nico O'Reilly | [CASA] 84' Ethan Nwaneri entrou no lugar de Leandro Trossard | [CASA] 80' Gabriel Martinelli entrou no lugar de Jurriën Timber | [FORA] 76' Nico González entrou no lugar de Erling Haaland | [FORA] 68' Nathan Aké entrou no lugar de Phil Foden | [FORA] 46' Matheus Nunes entrou no lugar de Abdukodir Khusanov | [CASA] 46' Eberechi Eze entrou no lugar de Mikel Merino | [CASA] 46' Bukayo Saka entrou no lugar de Noni Madueke,[CASA] 90+3' Gabriel Martinelli | [FORA] 9' Erling Haaland,[CASA] 90+3' Eberechi Eze -> Gabriel Martinelli | [FORA] 9' Tijjani Reijnders -> Erling Haaland
PSG,UEFA Champions League,Europe,2025-09-17 19:00:00,Paris Saint-Germain,Atalanta,Paris Saint-Germain x Atalanta,4 x 0,4-3-3,3-4-1-2,Lucas Chevalier | Achraf Hakimi | Marquinhos | Willian Pacho | Nuno Mendes | João Neves | Vitinha | Fabián Ruiz | Khvicha Kvaratskhelia | Senny Mayulu | Bradley Barcola,Marco Carnesecchi | Odilon Kossounou | Isak Hien | Berat Djimsiti | Raoul Bellanova | Marten de Roon | Yunus Musah | Lorenzo Bernasconi | Mario Pašalić | Charles De Ketelaere | Daniel Maldini,[FORA] 85' Honest Ahanor entrou no lugar de Giorgio Scalvini | [FORA] 75' Marco Brescianini entrou no lugar de Yunus Musah | [CASA] 75' Ibrahim Mbaye entrou no lugar de Khvicha Kvaratskhelia | [FORA] 75' Giorgio Scalvini entrou no lugar de Berat Djimsiti | [CASA] 75' Ilya Zabarnyi entrou no lugar de Nuno Mendes | [CASA] 58' Gonçalo Ramos entrou no lugar de João Neves | [CASA] 55' Kang-in Lee entrou no lugar de Senny Mayulu | [CASA] 55' Warren Zaïre-Emery entrou no lugar de Fabián Ruiz | [FORA] 46' Lazar Samardžić entrou no lugar de Charles De Ketelaere | [FORA] 46' Nikola Krstović entrou no lugar de Daniel Maldini,[CASA] 90+1' Gonçalo Ramos | [CASA] 51' Nuno Mendes | [CASA] 39' Khvicha Kvaratskhelia | [CASA] 3' Marquinhos,[CASA] 51' Bradley Barcola -> Nuno Mendes | [CASA] 39' Achraf Hakimi -> Khvicha Kvaratskhelia | [CASA] 3' Fabián Ruiz -> Marquinhos
Arsenal,UEFA Champions League,Europe,2025-09-16 16:45:00,Athletic Club,Arsenal,Athletic Club x Arsenal,0 x 2,4-2-3-1,4-3-3,Unai Simón | Andoni Gorosabel | Dani Vivian | Aitor Paredes | Adama Boiro | Mikel Jauregizar | Mikel Vesga | Álex Berenguer | Oihan Sancet | Robert Navarro | Iñaki Williams,David Raya | Jurriën Timber | Cristhian Mosquera | Gabriel Magalhães | Riccardo Calafiori | Mikel Merino | Martín Zubimendi | Declan Rice | Noni Madueke | Viktor Gyökeres | Eberechi Eze,[FORA] 90' Piero Hincapié entrou no lugar de Riccardo Calafiori | [FORA] 90' Christian Nørgaard entrou no lugar de Noni Madueke | [CASA] 81' Alejandro Rego Mora entrou no lugar de Mikel Vesga | [CASA] 81' Nico Serrano entrou no lugar de Unai Gómez | [FORA] 71' Gabriel Martinelli entrou no lugar de Eberechi Eze | [CASA] 68' Yuri Berchiche entrou no lugar de Adama Boiro | [CASA] 68' Gorka Guruzeta entrou no lugar de Oihan Sancet | [FORA] 65' Leandro Trossard entrou no lugar de Viktor Gyökeres | [CASA] 61' Unai Gómez entrou no lugar de Robert Navarro,[FORA] 87' Leandro Trossard | [FORA] 72' Gabriel Martinelli,[FORA] 87' Gabriel Martinelli -> Leandro Trossard | [FORA] 72' Leandro Trossard -> Gabriel Martinelli
PSG,Ligue 1,France,2025-09-14 15:15:00,Paris Saint-Germain,RC Lens,Paris Saint-Germain x RC Lens,2 x 0,4-3-3,3-4-2-1,Lucas Chevalier | Achraf Hakimi | Ilya Zabarnyi | Lucas Beraldo | Lucas Hernández | Warren Zaïre-Emery | Vitinha | Kang-in Lee | Khvicha Kvaratskhelia | Gonçalo Ramos | Bradley Barcola,Robin Risser | Jonathan Gradit | Samson Baidoo | Malang Sarr | Ruben Aguilar | Mamadou Sangare | Adrien Thomasson | Matthieu Udol | Florian Thauvin | Morgan Guilavogui | Odsonne Édouard,[FORA] 80' Wesley Saïd entrou no lugar de Florian Thauvin | [FORA] 80' Anthony Bermont entrou no lugar de Matthieu Udol | [CASA] 71' João Neves entrou no lugar de Warren Zaïre-Emery | [CASA] 71' Fabián Ruiz entrou no lugar de Bradley Barcola | [CASA] 70' Nuno Mendes entrou no lugar de Lucas Beraldo | [FORA] 66' Rayan Fofana entrou no lugar de Odsonne Édouard | [FORA] 66' Saud Abdulhamid entrou no lugar de Ruben Aguilar | [CASA] 57' Senny Mayulu entrou no lugar de Kang-in Lee | [FORA] 46' Abdallah Sima entrou no lugar de Morgan Guilavogui | [CASA] 30' Ibrahim Mbaye entrou no lugar de Khvicha Kvaratskhelia,[CASA] 51' Bradley Barcola | [CASA] 15' Bradley Barcola,[CASA] 51' Vitinha -> Bradley Barcola | [CASA] 15' Vitinha -> Bradley Barcola
Arsenal,Premier League,England,2025-09-13 11:30:00,Arsenal,Nottingham Forest,Arsenal x Nottingham Forest,3 x 0,4-3-3,4-2-3-1,David Raya | Jurriën Timber | Cristhian Mosquera | Gabriel Magalhães | Riccardo Calafiori | Martin Ødegaard | Martín Zubimendi | Mikel Merino | Noni Madueke | Viktor Gyökeres | Eberechi Eze,Matz Sels | Neco Williams | Nikola Milenković | Murillo | Morato | Ibrahim Sangaré | Elliot Anderson | Dan Ndoye | Morgan Gibbs-White | Callum Hudson Odoi | Chris Wood,[CASA] 79' Leandro Trossard entrou no lugar de Eberechi Eze | [CASA] 78' Gabriel Martinelli entrou no lugar de Noni Madueke | [FORA] 73' Ryan Yates entrou no lugar de Ibrahim Sangaré | [FORA] 73' James McAtee entrou no lugar de Morgan Gibbs-White | [CASA] 68' Declan Rice entrou no lugar de Viktor Gyökeres | [CASA] 68' Myles Lewis-Skelly entrou no lugar de Riccardo Calafiori | [FORA] 60' Arnaud Kalimuendo entrou no lugar de Callum Hudson Odoi | [FORA] 60' Dilane Bakwa entrou no lugar de Chris Wood | [FORA] 37' Nicolò Savona entrou no lugar de Murillo | [CASA] 18' Ethan Nwaneri entrou no lugar de Martin Ødegaard,[CASA] 79' Martín Zubimendi | [CASA] 46' Viktor Gyökeres | [CASA] 32' Martín Zubimendi,[CASA] 79' Leandro Trossard -> Martín Zubimendi | [CASA] 46' Eberechi Eze -> Viktor Gyökeres
Arsenal,Premier League,England,2025-08-31 15:30:00,Liverpool FC,Arsenal,Liverpool FC x Arsenal,1 x 0,4-2-3-1,4-3-3,Alisson | Dominik Szoboszlai | Ibrahima Konaté | Virgil van Dijk | Miloš Kerkez | Ryan Gravenberch | Alexis Mac Allister | Mohamed Salah | Florian Wirtz | Cody Gakpo | Hugo Ekitiké,David Raya | Jurriën Timber | William Saliba | Gabriel Magalhães | Riccardo Calafiori | Mikel Merino | Martín Zubimendi | Declan Rice | Noni Madueke | Viktor Gyökeres | Gabriel Martinelli,[FORA] 89' Max Dowman entrou no lugar de Noni Madueke | [CASA] 89' Wataru Endo entrou no lugar de Florian Wirtz | [CASA] 79' Joe Gomez entrou no lugar de Ibrahima Konaté | [CASA] 79' Federico Chiesa entrou no lugar de Hugo Ekitiké | [FORA] 70' Martin Ødegaard entrou no lugar de Mikel Merino | [FORA] 70' Eberechi Eze entrou no lugar de Gabriel Martinelli | [CASA] 61' Curtis Jones entrou no lugar de Alexis Mac Allister | [FORA] 5' Cristhian Mosquera entrou no lugar de William Saliba,[CASA] 83' Dominik Szoboszlai,
PSG,Ligue 1,France,2025-08-30 19:05:00,Toulouse,Paris Saint-Germain,Toulouse x Paris Saint-Germain,3 x 6,5-4-1,4-3-3,Guillaume Restes | Djibril Sidibé | Mark McKenzie | Charlie Cresswell | Rasmus Nicolaisen | Dayann Methalie | Aron Dønnum | Mario Sauer | Cristian Cásseres Jr. | Yann Gboho | Frank Magri,Lucas Chevalier | Achraf Hakimi | Ilya Zabarnyi | Lucas Beraldo | Nuno Mendes | João Neves | Vitinha | Fabián Ruiz | Désiré Doué | Ousmane Dembélé | Bradley Barcola,[CASA] 79' Seny Koumbassa entrou no lugar de Dayann Methalie | [FORA] 75' Ibrahim Mbaye entrou no lugar de Bradley Barcola | [FORA] 70' Gonçalo Ramos entrou no lugar de Ousmane Dembélé | [CASA] 70' Santiago Hidalgo entrou no lugar de Frank Magri | [CASA] 63' Alexis Vossah entrou no lugar de Mario Sauer | [CASA] 63' Waren Kamanzi entrou no lugar de Rasmus Nicolaisen | [CASA] 63' Noah Edjouma entrou no lugar de Djibril Sidibé | [FORA] 63' Khvicha Kvaratskhelia entrou no lugar de Désiré Doué | [FORA] 46' Warren Zaïre-Emery entrou no lugar de Vitinha | [FORA] 46' Willian Pacho entrou no lugar de Nuno Mendes,[CASA] 90+1' Alexis Vossah | [CASA] 89' Yann Gboho | [FORA] 78' João Neves | [FORA] 51' Ousmane Dembélé | [CASA] 37' Charlie Cresswell | [FORA] 31' Ousmane Dembélé | [FORA] 14' João Neves | [FORA] 9' Bradley Barcola | [FORA] 7' João Neves,[CASA] 90+1' Santiago Hidalgo -> Alexis Vossah | [FORA] 9' Fabián Ruiz -> Bradley Barcola | [FORA] 7' Ousmane Dembélé -> João Neves
Arsenal,Premier League,England,2025-08-23 16:30:00,Arsenal,Leeds United,Arsenal x Leeds United,5 x 0,4-3-3,4-3-3,David Raya | Jurriën Timber | William Saliba | Gabriel Magalhães | Riccardo Calafiori | Martin Ødegaard | Martín Zubimendi | Declan Rice | Bukayo Saka | Viktor Gyökeres | Noni Madueke,Lucas Perri | Jayden Bogle | Joe Rodon | Pascal Struijk | Gabriel Gudmundsson | Ao Tanaka | Ilia Gruev | Anton Stach | Daniel James | Joël Piroe | Wilfried Gnonto,[FORA] 83' Sam Byram entrou no lugar de Jayden Bogle | [FORA] 66' Noah Okafor entrou no lugar de Wilfried Gnonto | [FORA] 66' Brenden Aaronson entrou no lugar de Daniel James | [CASA] 64' Cristhian Mosquera entrou no lugar de Jurriën Timber | [CASA] 64' Myles Lewis-Skelly entrou no lugar de Riccardo Calafiori | [CASA] 64' Max Dowman entrou no lugar de Noni Madueke | [FORA] 58' Lukas Nmecha entrou no lugar de Joël Piroe | [FORA] 58' Sean Longstaff entrou no lugar de Ao Tanaka | [CASA] 53' Leandro Trossard entrou no lugar de Bukayo Saka | [CASA] 38' Ethan Nwaneri entrou no lugar de Martin Ødegaard,[CASA] 90+5' Viktor Gyökeres | [CASA] 56' Jurriën Timber | [CASA] 48' Viktor Gyökeres | [CASA] 45+1' Bukayo Saka | [CASA] 34' Jurriën Timber,[CASA] 56' Riccardo Calafiori -> Jurriën Timber | [CASA] 48' Riccardo Calafiori -> Viktor Gyökeres | [CASA] 45+1' Jurriën Timber -> Bukayo Saka | [CASA] 34' Declan Rice -> Jurriën Timber
PSG,Ligue 1,France,2025-08-22 18:45:00,Paris Saint-Germain,Angers,Paris Saint-Germain x Angers,1 x 0,4-3-3,3-5-2,Lucas Chevalier | Achraf Hakimi | Marquinhos | Willian Pacho | Nuno Mendes | João Neves | Vitinha | Fabián Ruiz | Désiré Doué | Ousmane Dembélé | Bradley Barcola,Hervé Koffi | Carlens Arcus | Ousmane Camara | Jordan Lefort | Lilian Raolisoa | Yassin Belkhdim | Marius Courcoul | Haris Belkebla | Jacques Ekomié | Esteban Lepaul | Sidiki Cherif,[FORA] 87' Lanroy Machine entrou no lugar de Yassin Belkhdim | [CASA] 81' Kang-in Lee entrou no lugar de Ousmane Dembélé | [FORA] 77' Emmanuel Biumla entrou no lugar de Lilian Raolisoa | [CASA] 77' Ibrahim Mbaye entrou no lugar de Désiré Doué | [FORA] 76' Florent Hanin entrou no lugar de Jacques Ekomié | [CASA] 67' Gonçalo Ramos entrou no lugar de Bradley Barcola | [CASA] 67' Warren Zaïre-Emery entrou no lugar de João Neves | [FORA] 62' Jim Allevinah entrou no lugar de Sidiki Cherif | [FORA] 46' Pierrick Capelle entrou no lugar de Marius Courcoul,[CASA] 50' Fabián Ruiz,
PSG,Ligue 1,France,2025-08-17 18:45:00,Nantes,Paris Saint-Germain,Nantes x Paris Saint-Germain,0 x 1,4-1-4-1,4-3-3,Anthony Lopes | Kelvin Amian | Chidozie Awaziem | Tylel Tati | Nicolas Cozza | Hyeok-kyu Kwon | Yassine Benhattab | Louis Leroux | Johann Lepenant | Bahereba Guirassy | Mostafa Mohamed,Lucas Chevalier | Warren Zaïre-Emery | Ilya Zabarnyi | Lucas Beraldo | Lucas Hernández | Kang-in Lee | Vitinha | Fabián Ruiz | Ibrahim Mbaye | Gonçalo Ramos | Bradley Barcola,[CASA] 86' Dehmaine Tabibou entrou no lugar de Louis Leroux | [CASA] 79' Amady Camara entrou no lugar de Mostafa Mohamed | [CASA] 79' Francis Coquelin entrou no lugar de Hyeok-kyu Kwon | [FORA] 78' Khvicha Kvaratskhelia entrou no lugar de Gonçalo Ramos | [FORA] 61' Désiré Doué entrou no lugar de Kang-in Lee | [FORA] 61' Ousmane Dembélé entrou no lugar de Ibrahim Mbaye | [FORA] 61' Achraf Hakimi entrou no lugar de Fabián Ruiz | [FORA] 61' Nuno Mendes entrou no lugar de Lucas Hernández | [CASA] 59' Matthis Abline entrou no lugar de Yassine Benhattab | [CASA] 59' Hong Hyun-seok entrou no lugar de Bahereba Guirassy,[FORA] 67' Vitinha,[FORA] 67' Nuno Mendes -> Vitinha
Arsenal,Premier League,England,2025-08-17 15:30:00,Manchester United,Arsenal,Manchester United x Arsenal,0 x 1,3-4-2-1,4-3-3,Altay Bayındır | Leny Yoro | Matthijs de Ligt | Luke Shaw | Diogo Dalot | Casemiro | Bruno Fernandes | Patrick Dorgu | Bryan Mbeumo | Mason Mount | Matheus Cunha,David Raya | Ben White | William Saliba | Gabriel Magalhães | Riccardo Calafiori | Martin Ødegaard | Martín Zubimendi | Declan Rice | Bukayo Saka | Viktor Gyökeres | Gabriel Martinelli,[FORA] 83' Mikel Merino entrou no lugar de Declan Rice | [CASA] 80' Harry Maguire entrou no lugar de Luke Shaw | [FORA] 72' Myles Lewis-Skelly entrou no lugar de Riccardo Calafiori | [FORA] 71' Jurriën Timber entrou no lugar de Ben White | [CASA] 65' Benjamin Šeško entrou no lugar de Mason Mount | [CASA] 65' Manuel Ugarte entrou no lugar de Casemiro | [FORA] 60' Noni Madueke entrou no lugar de Gabriel Martinelli | [FORA] 60' Kai Havertz entrou no lugar de Viktor Gyökeres | [CASA] 55' Amad Diallo entrou no lugar de Diogo Dalot,[FORA] 13' Riccardo Calafiori,
PSG,UEFA Super Cup,Europe,2025-08-13 19:00:00,Paris Saint-Germain,Tottenham Hotspur,Paris Saint-Germain x Tottenham Hotspur,6 x 5,4-3-3,5-3-2,Lucas Chevalier | Achraf Hakimi | Marquinhos | Willian Pacho | Nuno Mendes | Warren Zaïre-Emery | Vitinha | Désiré Doué | Khvicha Kvaratskhelia | Ousmane Dembélé | Bradley Barcola,Guglielmo Vicario | Pedro Porro | Kevin Danso | Cristian Romero | Micky van de Ven | Djed Spence | João Palhinha | Rodrigo Bentancur | Pape Matar Sarr | Mohammed Kudus | Richarlison,[FORA] 90' Lucas Bergvall entrou no lugar de Pape Matar Sarr | [FORA] 79' Mathys Tel entrou no lugar de Mohammed Kudus | [CASA] 77' Gonçalo Ramos entrou no lugar de Désiré Doué | [FORA] 72' Archie Gray entrou no lugar de João Palhinha | [FORA] 72' Dominic Solanke entrou no lugar de Richarlison | [CASA] 67' Kang-in Lee entrou no lugar de Warren Zaïre-Emery | [CASA] 67' Ibrahim Mbaye entrou no lugar de Bradley Barcola | [CASA] 60' Fabián Ruiz entrou no lugar de Khvicha Kvaratskhelia,[CASA] 90+4' Gonçalo Ramos | [CASA] 85' Kang-in Lee | [FORA] 48' Cristian Romero | [FORA] 39' Micky van de Ven,[CASA] 90+4' Ousmane Dembélé -> Gonçalo Ramos | [CASA] 85' Vitinha -> Kang-in Lee | [FORA] 48' Pedro Porro -> Cristian Romero
Arsenal,Emirates Cup,World,2025-08-09 16:00:00,Arsenal,Athletic Club,Arsenal x Athletic Club,3 x 0,4-2-3-1,4-2-3-1,David Raya | Jurriën Timber | William Saliba | Gabriel Magalhães | Riccardo Calafiori | Martín Zubimendi | Declan Rice | Bukayo Saka | Martin Ødegaard | Gabriel Martinelli | Viktor Gyökeres,Unai Simón | Jesús Areso | Dani Vivian | Yuri Berchiche | Íñigo Lekue | Iñigo Ruiz de Galarreta | Mikel Jauregizar | Iñaki Williams | Unai Gómez | Nico Williams | Álex Berenguer,[CASA] 83' Ethan Nwaneri entrou no lugar de Martin Ødegaard | [CASA] 83' Mikel Merino entrou no lugar de Declan Rice | [FORA] 79' Nico Serrano entrou no lugar de Álex Berenguer | [FORA] 79' Alejandro Rego Mora entrou no lugar de Mikel Jauregizar | [FORA] 79' Jon de Luis entrou no lugar de Dani Vivian | [CASA] 71' Kai Havertz entrou no lugar de Viktor Gyökeres | [FORA] 64' Andoni Gorosabel entrou no lugar de Nico Williams | [FORA] 64' Gorka Guruzeta entrou no lugar de Jesús Areso | [FORA] 64' Adama Boiro entrou no lugar de Yuri Berchiche | [CASA] 64' Myles Lewis-Skelly entrou no lugar de Jurriën Timber | [CASA] 63' Cristhian Mosquera entrou no lugar de Gabriel Magalhães | [CASA] 46' Noni Madueke entrou no lugar de Gabriel Martinelli | [CASA] 46' Ben White entrou no lugar de Riccardo Calafiori | [FORA] 46' Maroan Sannadi entrou no lugar de Iñaki Williams | [FORA] 46' Mikel Vesga entrou no lugar de Iñigo Ruiz de Galarreta | [FORA] 25' Robert Navarro entrou no lugar de Unai Gómez,[CASA] 82' Kai Havertz | [CASA] 36' Bukayo Saka | [CASA] 34' Viktor Gyökeres,[CASA] 82' Bukayo Saka -> Kai Havertz | [CASA] 36' Gabriel Martinelli -> Bukayo Saka | [CASA] 34' Martín Zubimendi -> Viktor Gyökeres
Arsenal,Club Friendly Games,World,2025-08-06 17:00:00,Arsenal,Villarreal,Arsenal x Villarreal,2 x 3,4-3-3,4-4-2,David Raya | Ben White | William Saliba | Jakub Kiwior | Myles Lewis-Skelly | Ethan Nwaneri | Christian Nørgaard | Mikel Merino | Bukayo Saka | Viktor Gyökeres | Gabriel Martinelli,Luiz Júnior | Santiago Mouriño | Juan Foyth | Rafa Marín | Sergi Cardona | Nicolas Pépé | Pape Gueye | Dani Parejo | Alberto Moleiro | Gerard Moreno | Etta Eyong,[FORA] 83' Jean Ives Valou entrou no lugar de Juan Foyth | [FORA] 83' Adrià Altimira entrou no lugar de Santiago Mouriño | [FORA] 77' Denis Suárez entrou no lugar de Pape Gueye | [FORA] 77' Pau Cabanes entrou no lugar de Nicolas Pépé | [CASA] 77' Noni Madueke entrou no lugar de Gabriel Martinelli | [CASA] 77' Oleksandr Zinchenko entrou no lugar de Myles Lewis-Skelly | [CASA] 63' Max Dowman entrou no lugar de Bukayo Saka | [CASA] 63' Martin Ødegaard entrou no lugar de Viktor Gyökeres | [FORA] 62' Alfonso Pedraza entrou no lugar de Sergi Cardona | [FORA] 62' Arnaut Danjuma entrou no lugar de Etta Eyong | [CASA] 62' Jurriën Timber entrou no lugar de William Saliba | [CASA] 62' Declan Rice entrou no lugar de Ethan Nwaneri | [FORA] 62' Diego Conde entrou no lugar de Luiz Júnior | [CASA] 62' Gabriel Magalhães entrou no lugar de Jakub Kiwior | [CASA] 62' Kepa Arrizabalaga entrou no lugar de David Raya | [FORA] 62' Pau Navarro entrou no lugar de Rafa Marín | [FORA] 46' Santi Comesaña entrou no lugar de Dani Parejo | [FORA] 46' Tajon Buchanan entrou no lugar de Gerard Moreno | [CASA] 46' Martín Zubimendi entrou no lugar de Christian Nørgaard | [CASA] 46' Cristhian Mosquera entrou no lugar de Ben White,[CASA] 76' Martin Ødegaard | [FORA] 68' Arnaut Danjuma | [CASA] 36' Christian Nørgaard | [FORA] 33' Etta Eyong | [FORA] 16' Nicolas Pépé,[FORA] 68' Santi Comesaña -> Arnaut Danjuma | [CASA] 36' Gabriel Martinelli -> Christian Nørgaard
Arsenal,Club Friendly Games,World,2025-07-31 11:30:00,Arsenal,Tottenham Hotspur,Arsenal x Tottenham Hotspur,0 x 1,4-3-3,4-2-3-1,David Raya | Ben White | William Saliba | Jakub Kiwior | Myles Lewis-Skelly | Martin Ødegaard | Christian Nørgaard | Declan Rice | Bukayo Saka | Kai Havertz | Gabriel Martinelli,Guglielmo Vicario | Pedro Porro | Cristian Romero | Micky van de Ven | Djed Spence | Pape Matar Sarr | Rodrigo Bentancur | Mohammed Kudus | Lucas Bergvall | Wilson Odobert | Richarlison,[FORA] 85' Archie Gray entrou no lugar de Rodrigo Bentancur | [CASA] 85' Reiss Nelson entrou no lugar de Leandro Trossard | [FORA] 85' James Maddison entrou no lugar de Pape Matar Sarr | [FORA] 77' Yves Bissouma entrou no lugar de Lucas Bergvall | [FORA] 77' Ben Davies entrou no lugar de Micky van de Ven | [FORA] 77' Son Heung-min entrou no lugar de Wilson Odobert | [CASA] 77' Mikel Merino entrou no lugar de Declan Rice | [CASA] 77' Viktor Gyökeres entrou no lugar de Kai Havertz | [CASA] 77' Cristhian Mosquera entrou no lugar de Jakub Kiwior | [CASA] 77' Oleksandr Zinchenko entrou no lugar de Myles Lewis-Skelly | [CASA] 77' Max Dowman entrou no lugar de Bukayo Saka | [CASA] 68' Leandro Trossard entrou no lugar de Gabriel Martinelli | [CASA] 68' Martín Zubimendi entrou no lugar de Christian Nørgaard | [FORA] 64' Mathys Tel entrou no lugar de Richarlison | [FORA] 63' Brennan Johnson entrou no lugar de Mohammed Kudus | [FORA] 63' Kevin Danso entrou no lugar de Cristian Romero,[FORA] 45' Pape Matar Sarr,
